% Model,Re1000.mph
% Version,COMSOL 5.4.0.388
% Date,"Apr 28 2020, 12:55"
% Dimension,1
% Nodes,191
% Expressions,1
% Description,Line graph
% r,Height
0,1.3276759151375541
1.6529868546616075E-4,1.3193481854854743
3.3059737093231803E-4,1.3110204558333944
4.958960563984788E-4,1.3026927261813144
6.611947418646395E-4,1.2943649965292345
8.264934273307968E-4,1.2860372668771547
9.917957785474836E-4,1.2753688767455553
0.0011570981297641739,1.264700486613956
0.0013224004809808607,1.2540320964823564
0.0014877028321975475,1.243363706350757
0.0016530051834142342,1.2326953162191576
0.0018183060240382493,1.2151535147818038
0.0019836068646622643,1.1976117133444497
0.0021489077052862793,1.1800699119070956
0.0023142085459102943,1.1625281104697416
0.0024795093865343093,1.1449863090323875
0.0026448082265387307,1.1226483489536823
0.0028101070665431417,1.1003103888749768
0.00297540590654757,1.0779724287962715
0.003140704746551981,1.055634468717566
0.0033060035865564025,1.0332965086388608
0.0034713035292037765,1.0055494828639866
0.0036366034718511575,0.9778024570891122
0.003801903414498528,0.9500554313142379
0.003967203357145909,0.9223084055393636
0.00413250329979328,0.8945613797644892
0.004297802978237151,0.8626332779677606
0.004463102656681008,0.8307051761710319
0.004628402335124893,0.7987770743743032
0.004793702013568751,0.7668489725775746
0.004959001692012622,0.7349208707808459
0.005124301662236416,0.7001849098921463
0.005289601632460197,0.6654489490034468
0.005454901602684005,0.6307129881147473
0.005620201572907789,0.5959770272260477
0.005785501543131583,0.5612410663373482
0.005950801209710841,0.5244384913157998
0.00611610087629013,0.4876359162942512
0.006281400542869405,0.45083334127270275
0.00644670020944868,0.41403076625115426
0.006611999876027955,0.37722819122960577
0.006777299859824747,0.3401422077970676
0.006942599843621555,0.3030562243645294
0.0071078998274183465,0.26597024093199123
0.007273199811215155,0.22888425749945304
0.007438499795011946,0.19179827406691488
0.007603799457706711,0.15518155606146247
0.007769099120401496,0.11856483805601002
0.007934398783096281,0.08194812005055761
0.008099698445791049,0.045331402045105176
0.008264998108485834,0.00871468403965276
0.008430298092282625,-0.02563828115372014
0.008595598076079437,-0.05999124634709304
0.008760898059876229,-0.09434421154046593
0.008926198043673061,-0.12869717673383885
0.009091498027469853,-0.16305014192721173
0.009256797694049194,-0.1938730895258061
